OTU_ID	4.6	1.7	4.5	2.12	6.13	6.15	3.3	3.2	3.1	8.16	6.14	10.23	8.17	10.24	2.11	1.8	1.9	8.18	2.1	10.22	4.4
180107	0	200	0	0	1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
362450	0	226	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
547730	10	0	2338	1	0	0	0	1656	0	0	0	611	0	0	1	0	0	0	1010	0	2
367790	5	5	25	22	9	0	9	29	10	1	15	1	3	0	10	3	26	1	6	0	0
211706	104	3	8	4	2	38	23	7	0	34	0	12	33	24	1	5	1	26	0	0	0
180738	2	9	321	0	2	0	0	1	0	1	1	5	0	0	4	0	0	0	0	0	0
362846	8	27	17	48	11	3	5	38	14	14	44	2	9	17	2	1	2	32	7	0	0
363794	1	1111	951	900	1481	348	0	2	1	1	0	0	61	0	1754	139	1590	21	3958	0	0
1111191	1411	2230	158	1031	1702	630	144	257	645	135	3	28	351	9	1562	738	1513	236	206	0	3
553150	0	0	0	0	0	0	0	0	859	0	0	0	0	0	0	0	0	0	0	0	0
175148	0	163	0	0	133	146	1	0	0	44	0	55	390	62	306	1	0	218	1	0	0
359984	0	360	0	643	616	0	0	0	0	0	0	1	0	0	0	0	628	1	5	0	0
302932	0	4	0	0	24	10	0	5	0	6	125	0	0	6	1	0	1	0	2	0	0
580629	1	1	0	1	10	4	1	0	0	7	0	0	0	1	0	377	20	32	0	0	0
586525	0	12	193	14	4	0	0	185	0	14	0	12	0	0	13	0	0	0	0	0	0
888300	5	7	17	2	10	4	0	4	0	0	1	4	51	0	1	15	26	4	4	2	168
534926	0	26	0	195	0	0	0	1	0	14	0	0	10	0	177	0	0	2	0	3	0
3154070	841	11	117	9	45	185	216	57	0	371	0	74	278	310	28	11	1	95	2	1	0
509416	13	24	46	12	26	17	1	3	0	3	39	55	27	12	52	13	92	21	5	0	0
178183	0	34	50	7	59	0	0	0	0	0	0	57	0	0	0	0	0	0	3	0	0
3180933	0	7	16	42	24	49	176	54	0	108	0	26	0	48	2	1	0	0	0	0	2
549635	0	0	40	2	0	0	1	91	67	1	0	0	0	2	8	0	1	0	0	0	0
199245	571	13	0	287	171	567	0	0	0	2	1072	0	1	31	0	0	13	0	173	0	1
332185	0	12	0	5	3	0	4	0	21	87	4	0	33	8	2	0	0	149	0	0	0
365634	0	133	1	60	73	83	0	9	3	519	14	37	18	498	80	0	0	221	1	0	0
262095	51	0	408	0	0	0	322	70	220	2	197	10	3	4	0	108	0	9	0	0	14
561171	985	86	2	1095	590	628	0	1	1	26	5	0	93	0	96	0	147	18	3	0	0
583656	2	314	660	229	288	373	9229	780	43397	1319	1	8142	1210	2762	29	3157	529	1012	10	1	33
180082	24	0	1345	402	547	97	4329	639	0	2272	0	0	1	1	358	55	233	0	12851	0	19
366584	0	493	0	2	553	5	0	0	0	1250	0	0	0	0	170	0	36	0	0	0	0
514523	371	97	0	32	52	225	0	0	0	170	594	272	638	115	19	35	161	246	0	0	0
311961	0	0	118	14	1	0	2	23	194	1	0	43	1	2	2	1	10	1	0	0	0
551902	0	1123	1626	1369	1374	437	913	305	0	180	447	137	576	1	17	427	764	365	3	0	15
1110312	0	7	0	0	191	0	0	0	0	0	0	0	1	0	13	0	0	0	0	0	0
196518	2	41	81	32	64	0	5	264	0	1	11	0	0	6	228	7	26	1	32	0	0
532521	0	0	0	0	0	36	57	0	286	0	327	0	0	0	0	0	0	0	0	0	0
4361727	66	2	10	5	2	48	26	10	0	23	0	11	24	27	0	1	3	15	0	0	0
4453773	0	0	63	312	0	0	0	0	0	0	0	1	0	0	240	0	0	0	0	0	0
988314	0	0	1	26	0	0	17	2	0	0	0	0	0	51	0	0	0	0	99	28	36
362342	0	525	0	1029	529	62	1	2917	0	124	1	643	4	283	496	182	141	3	1833	2	0
348009	0	0	0	1	12	194	0	0	0	79	0	2	3	0	1	0	12	5	0	0	0
199524	13	1	5	41	5	6	19	20	37	34	0	15	22	50	2	0	0	23	3	0	0
701221	73	386	407	496	192	32	49	586	118	181	1828	27	121	135	25	25	10	261	57	0	0
342427	8	0	0	0	0	43	8	0	0	0	70	62	8	0	0	6	9	1	4	680	123
322258	0	63	0	0	119	0	0	0	1	1	0	0	0	0	98	0	0	0	0	0	0
234443	0	0	0	403	2	0	0	0	0	9	0	0	0	0	532	0	0	0	0	0	0
369014	3	8	6	26	5	6	1	4	3	0	53	2	12	2	24	9	88	4	12	0	0
173863	81	291	31	107	62	119	96	18	21	112	2	124	50	101	19	85	557	12	95	0	3
365484	0	29	21	1	21	10	0	0	0	0	0	5	24	3	59	7	15	12	29	0	0
183517	1	0	1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
556835	0	0	390	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
351659	3	99	252	159	102	782	0	242	0	241	0	480	0	168	7	194	14	0	2	0	0
535601	0	0	136	2	0	0	164	42	1023	0	2	260	7	26	2	64	0	5	156	0	3
181008	19	65	30	21	23	21	3	11	12	22	56	1	41	9	8	0	1	57	4	0	0
219959	0	604	0	1	75	1	0	0	0	0	1	0	0	0	247	0	0	1	0	0	0
124906	0	0	0	0	0	0	0	0	0	161	0	1	86	0	0	1	0	21	1	1	0
191180	0	45	39	49	48	14	7	12	0	1	26	3	16	0	1	10	41	9	0	0	0
192566	13	20	1	6	7	15	6	0	3	10	4	15	7	12	1	6	65	3	10	0	0
175789	7	17	0	12	1	21	0	0	0	8	54	16	33	3	1	27	36	15	0	0	0
198555	87	222	9	121	188	29	0	3	0	22	0	0	30	0	172	31	37	27	2	0	1
192983	4	10	26	40	12	6	3	113	34	16	72	2	5	7	11	0	7	13	17	0	0
560336	282	8	27	29	18	196	40	15	0	122	0	54	147	127	14	18	19	146	0	0	0
356745	0	116	0	0	110	0	0	0	0	6	0	0	13	5	257	0	0	6	0	0	0
330294	0	0	0	1350	2876	688	0	0	0	0	0	0	0	0	727	0	0	0	0	0	0
110317	5	25	131	6	5	0	0	0	0	0	0	0	0	0	4	0	7	0	0	0	0
523934	39	232	3	393	312	70	0	118	0	193	0	1	248	0	189	815	47	340	563	0	0
196893	0	368	0	124	245	112	1	0	0	26	1	0	73	0	0	0	137	33	0	0	1
290468	0	26	29	31	33	14	0	0	0	0	0	0	6	3	16	0	10	1	0	0	0
582691	27	0	0	0	0	29	3	0	6	0	32	0	0	0	0	0	0	0	0	0	604
199543	4	36	191	17	3	0	0	407	0	8	0	6	0	8	25	0	0	0	117	0	0
555945	38	220	63	22	797	1952	1	74	9	17	3943	6	18	272	152	5	146	26	74	200	310
197072	758	14	92	15	38	168	157	54	0	323	0	60	166	237	13	2	0	59	3	0	0
3256931	62	0	3	0	2	59	7	2	0	29	0	13	63	23	1	9	10	28	0	0	0
197111	0	15	0	0	32	17	1	0	0	743	0	130	85	0	55	0	19	212	0	0	0
359020	0	29	0	159	78	181	0	0	0	2	0	0	0	0	13	0	0	0	0	0	0
535955	45	1	0	0	0	40	1	3	42	1	17	3	0	1	92	13	20	17	27	1	65
341730	0	0	205	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
199047	13	44	6	37	19	12	10	0	6	23	0	3	4	17	1	5	20	4	5	0	0
525215	54	24	0	36	11	24	0	0	0	27	61	32	123	26	0	55	87	35	5	0	0
176507	5	21	0	14	6	10	0	0	0	15	68	5	22	7	2	2	6	10	0	0	0
4480244	0	0	0	0	0	0	2062	0	395	0	0	1	0	2	0	0	0	1	1	0	9
194654	0	54	7	25	20	22	11	4	0	8	17	7	18	0	1	16	69	2	1	0	0
318190	0	33	81	68	53	12	21	7	0	4	17	13	22	0	3	35	39	15	0	0	2
177062	13	25	14	2	20	5	2	27	0	5	23	0	5	1	84	1	34	1	0	0	0
308451	2	0	2191	60	0	0	0	0	0	0	1	0	0	0	62	0	0	0	0	0	0
357529	2	382	1124	155	607	749	0	0	1	151	0	38	608	400	104	290	62	463	3	1	0
321902	168	402	514	798	248	115	125	1217	313	150	1478	65	139	86	101	15	30	206	217	0	0
187883	17	52	2	14	17	20	10	2	2	18	1	19	10	20	3	14	130	3	19	0	0
971907	0	0	0	0	0	10	7	0	0	0	54	30	23	9	0	4	1	1	0	1	140
968954	36	27	26	11	26	4	24	13	7	4	16	24	84	3	12	16	243	2	34	98	557
331859	274	0	0	0	0	0	135	0	337	0	0	0	0	0	0	0	0	0	261	0	4
559527	0	3669	3	2100	1330	422	6	1154	62	113	1	873	11588	136	12152	103	1360	2923	20244	8	1
513445	41	3	4	0	9	35	24	14	0	49	0	10	15	13	1	9	0	20	0	0	0
1868703	2	39	86	43	28	4	1	0	0	22	0	5	17	11	9	1	29	14	0	0	0
194670	0	0	14	4	6	7	148	7	0	90	0	0	0	0	4	0	0	0	0	0	0
350091	19	28	0	48	81	27	0	0	0	3	0	0	12	0	30	11	10	5	0	0	0
232900	0	815	86	1	1	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0
988375	0	0	0	0	18	0	0	0	0	344	0	0	0	0	0	0	0	0	0	0	0
364824	4	20	1	26	33	10	0	9	0	16	1	0	32	0	24	82	7	50	70	0	0
366352	26	590	0	1	4227	1	0	0	299	0	0	1	0	1538	229	1	1	0	0	0	1
191555	1	4	20	11	15	0	1	44	4	0	13	2	2	0	39	3	3	2	76	0	0
539581	9	0	0	0	1	0	29	343	579	0	0	0	0	7	1	0	0	0	0	0	0
362501	0	1129	0	0	40	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
659361	0	0	0	3	0	1	0	0	67	0	59	778	0	1	18	76	0	0	254	1	0
4407515	0	0	0	80	12	50	0	0	0	0	0	329	10	215	1	0	0	5	0	0	0
189524	0	89	0	0	34	33	0	0	0	13	0	0	41	10	115	0	0	104	0	0	0
178353	0	16	18	9	52	0	0	3	0	4	0	0	0	0	79	0	0	0	0	0	0
358333	11	36	16	18	2	3	49	0	6	7	0	1	21	2	57	30	32	1	3	0	0
323778	0	46	28	6	306	0	0	1	0	5	1	2	268	3	0	4	8	121	0	0	0
130103	0	194	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	65	0	0
579851	48	0	107	7	1	0	65	166	337	3	56	42	11	9	20	0	9	0	90	0	2
591635	113	61	259	16	3	26	33	134	41	17	96	11	23	17	9	7	77	2	85	0	0
362997	36	13	13	10	22	9	18	26	0	21	0	6	2	24	7	2	1	0	58	0	0
568118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3215	219	0	7	0	0
4142052	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174943	55	16	0	19	15	43	1	0	1	23	148	56	75	15	0	11	45	22	1	0	0
577406	1	0	282	0	0	0	0	0	0	0	0	14	0	13	0	0	0	0	0	0	0
529873	55	261	305	269	158	36	36	564	209	170	921	21	121	38	37	9	7	147	90	0	1
631764	0	142	159	41	148	0	0	170	0	2	0	0	0	0	59	0	1	0	0	0	0
335816	2	26	15	19	10	17	5	10	1	1	51	3	13	2	15	15	92	5	4	0	0
339013	0	0	5	3	5	17	60	13	93	17	0	25	9	9	0	14	0	2	0	0	0
347640	16	10	38	34	12	5	13	67	4	0	45	14	5	0	21	11	40	2	22	0	2
525378	6	2	18	17	13	5	5	25	4	0	6	2	6	0	65	8	27	0	27	0	0
319411	0	0	51	24	0	0	0	21	0	0	0	2	1	5	87	0	0	0	0	0	0
1105486	3	0	114	0	0	0	0	96	0	0	0	24	0	0	0	0	0	0	55	0	0
2979308	0	20	1481	7	31	0	0	1123	1	11	0	20	0	1	227	0	0	2	0	0	1
580521	0	644	4	0	614	711	0	0	0	0	0	0	0	0	4	0	355	0	9	0	0
186851	0	6	0	0	11	62	0	0	0	0	0	3	111	0	0	0	4	34	0	0	0
581079	935	14	1028	96	4	2	619	1488	1168	20	275	114	21	287	0	74	19	49	241	0	7
361845	5	16	2	8	69	12	0	1	0	4	8	0	2	0	34	20	22	3	0	0	0
370098	45	13	3	3	0	0	24	0	20	58	0	4	2	58	0	0	0	52	0	0	1
355291	14	73	240	132	248	493	1	0	1	1891	0	0	0	1	389	912	128	1	17	0	0
197943	0	0	84	0	0	0	0	1	0	311	0	188	0	0	0	0	0	0	0	0	0
192625	9	14	72	19	32	29	0	0	0	6	453	1	16	13	15	10	10	7	0	0	0
551822	32	1	0	0	0	26	2	0	31	0	5	0	1	8	53	0	26	5	12	0	100
542096	91	3	5	6	0	0	93	16	320	11	0	36	0	16	0	1	0	0	67	0	0
360946	0	51	0	1	0	1	0	0	0	0	0	0	0	1	579	0	0	0	0	0	0
352747	0	33	0	8	20	11	0	0	0	4	0	0	2	0	31	17	81	4	0	0	0
583500	96	0	483	0	1	0	1	0	57	0	406	0	0	0	0	2	0	0	134	0	0
585480	0	32	188	6	22	0	0	166	0	0	0	65	8	0	2	0	8	2	0	0	0
804526	0	296	0	102	194	139	0	0	0	42	0	0	128	1	132	145	634	56	4	0	0
851323	0	0	87	27	41	4	199	37	0	139	0	0	0	0	29	1	18	0	523	0	1
71331	0	0	15	6	2	94	252	53	0	195	0	5	0	16	0	1	0	0	0	0	0
192015	0	47	56	23	82	16	0	0	0	2	25	11	6	1	128	5	6	3	231	0	0
589076	0	0	1386	531	0	0	0	664	0	1	0	116	58	89	552	0	0	28	0	0	0
589071	9646	1092	3959	1238	2364	2180	4033	2034	5	6112	2	3449	3184	6685	601	346	102	927	7319	2	27
195222	0	0	99	46	172	0	0	1	0	9	0	0	0	0	153	0	0	0	0	0	0
198866	0	0	12	3	6	3	42	12	0	22	0	0	0	0	5	3	5	0	101	0	0
4335815	3	20	13	26	7	1	7	17	9	7	44	5	1	6	0	0	0	12	2	0	0
367213	3	3954	1	2	2063	3162	1	2	1	1075	1	1568	6364	1376	3572	2	3	4474	0	0	1
367215	107	2	141	15	25	0	431	393	0	25	0	35	0	84	15	45	9	1	0	0	3
182036	10	89	77	19	65	4	0	0	0	36	0	0	27	6	91	10	37	33	0	0	0
192834	9	19	19	52	31	9	5	41	1	2	76	4	21	3	80	39	89	10	35	0	0
192839	0	0	0	10	4	14	0	0	0	1	0	167	1	105	2	0	0	1	0	0	0
341752	1	7	22	25	4	96	0	26	0	18	0	38	0	8	2	16	1	0	0	0	0
361683	0	92	4	0	77	82	0	0	0	0	0	0	0	0	1	0	36	0	0	0	0
392887	2	20	18	51	20	1	7	36	9	7	33	8	43	163	7	2	2	26	4	0	0
546876	240	794	306	577	198	57	638	0	210	124	0	24	309	34	450	617	698	113	49	0	21
259772	17	1	21	6	0	0	191	35	172	0	24	15	0	1	0	7	0	0	91	0	2
561607	0	158	6	1	3	0	0	23	0	1	0	0	0	0	5	0	0	0	18	0	0
1078587	1026	1920	6125	5492	2431	693	1931	11089	584	195	6500	1603	974	254	2901	1706	4874	425	2850	3	24
4451899	40	0	1	44	14	45	0	0	0	0	132	0	0	5	0	0	5	0	11	1	0
323231	223	23	87	25	45	164	113	90	0	156	1	49	94	106	25	18	15	118	0	0	0
189920	879	7	107	108	46	374	126	52	1	404	0	202	307	730	38	7	3	123	2	0	0
593043	8	2	5198	1	0	0	1	0	0	0	1	10	2	1	2	0	0	0	0	0	0
198909	0	20	0	0	2	43	0	0	0	24	0	12	68	22	0	0	0	76	0	0	0
193744	2	2	24	79	17	0	5	21	2	0	7	3	0	0	22	3	9	0	4	0	0
367232	49	294	34	164	140	87	68	5	48	104	5	76	39	109	10	36	275	7	89	0	0
178420	0	2	39	18	19	14	1	0	11	3	78	11	10	1	115	10	51	6	0	0	0
372348	3	7402	2	8	9139	4	3	3	1	504	2	2	933	731	13750	2	0	1131	1	1	2
334459	41	0	0	0	0	0	4	14	54	5	5	0	4	0	0	0	0	5	71	373	524
193240	3	7	104	36	2	0	0	43	0	7	0	13	6	18	3	1	1	2	105	0	0
759751	50	84	1712	44	12	169	0	1220	0	93	0	37	85	75	0	189	12	110	164	0	0
171772	0	122	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
180509	0	53	0	0	47	0	0	0	0	0	0	0	7	0	323	0	0	4	0	0	0
846141	0	8	0	5	6	190	0	5	0	16	717	0	35	0	0	23	1	35	0	0	0
350626	0	0	0	0	0	0	0	1	0	103	0	110	1	4	1	0	0	195	0	0	0
573110	0	51	327	42	48	2	0	150	0	59	0	30	0	0	4	0	35	0	120	0	0
185939	47	30	4	9	31	4	0	0	0	8	0	0	18	0	74	5	36	9	21	0	0
323818	0	0	0	1	0	0	0	0	0	418	0	0	101	0	0	0	0	41	0	0	0
171559	58	1	9	3	2	33	31	4	0	42	0	13	16	30	0	10	4	21	0	0	0
511378	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	2	0	0	459	6
580907	0	259	0	0	0	0	0	22	0	36	0	0	9	0	15	0	0	16	0	0	0
198928	0	0	16	0	0	0	0	167	38	0	0	11	0	7	0	0	0	0	0	1	0
195508	0	1	6	0	3	13	2	0	0	145	0	0	0	0	8	27	2	0	0	0	0
366147	0	1	1	3640	0	0	0	0	1	0	0	833	0	3170	18	0	0	0	0	0	0
367433	4	100	0	29	16	38	1	0	0	30	35	14	37	15	8	50	89	17	3	0	0
199337	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
518033	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	784	0
578016	0	23	10	22	1	1	12	2	0	0	0	8	43	21	42	7	1	17	168	0	0
1131759	0	2025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324894	0	30	0	0	186	0	0	0	36	0	0	0	0	26	52	0	0	0	0	0	0
194924	13	37	29	67	24	16	10	147	9	12	136	2	10	10	18	4	8	9	23	0	0
525698	117	45	0	52	12	78	0	0	0	82	144	91	156	66	2	67	126	54	3	0	0
193591	41	0	2	2	5	37	21	5	0	49	0	19	20	16	0	4	0	32	0	0	0
1062061	1	705	7	6	464	19	0	4	0	849	0	438	238	266	855	164	95	192	1	0	0
594227	0	0	157	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
305016	1	27	0	0	0	0	0	0	0	0	0	0	263	1	5	0	0	775	0	0	0
186352	0	0	18	5	3	5	64	13	0	65	0	0	0	0	6	0	0	0	1	0	0
352933	0	58	0	0	14	23	0	0	0	305	0	0	80	0	0	0	0	283	0	0	0
173942	7	28	3	10	10	31	17	1	4	16	2	18	4	13	0	10	93	3	16	0	0
552380	0	54	2	0	56	0	0	0	0	76	0	0	0	0	56	0	0	0	0	0	0
3472078	4	3	13	4	12	91	393	32	19	185	0	144	68	110	3	45	0	27	0	0	0
178584	28	96	63	14	118	17	1	156	0	5	188	0	24	14	111	5	22	24	0	0	0
359809	5879	509	246	0	72	5875	1937	550	0	0	0	0	0	1	12	12	9	1	0	4213	20
228061	0	0	0	2	0	0	0	0	0	0	0	224	76	0	0	0	0	69	0	0	0
760967	0	0	0	0	0	2	0	0	363	0	4	0	0	0	0	0	0	0	0	0	0
198941	0	12	38	20	26	8	17	7	0	4	8	3	10	0	1	11	15	10	0	0	0
333114	0	0	61	3	0	0	0	306	16	0	0	1	0	0	0	0	0	0	9	0	0
168071	0	48	0	25	41	0	0	0	0	15	0	0	0	0	8	0	0	0	0	0	1
182052	0	0	0	114	9	201	0	0	0	0	0	179	45	503	16	0	0	35	0	0	0
370225	0	124	0	69	36	14	0	11	1	2	0	6	341	1	447	1	33	103	98	0	0
1656781	0	629	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8343	0	0	0	0
687940	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	531	3
4373152	5	31	14	56	9	2	3	41	17	11	78	4	17	16	3	1	0	23	3	0	1
579608	219	182	769	338	503	134	26	459	46	8	34	186	1626	10	48	245	635	56	117	249	11022
842596	0	16	1	45	9	134	0	0	0	4	0	0	19	0	2	0	11	23	0	1	0
558444	0	0	238	4	0	0	0	322	0	0	0	16	0	0	1	0	0	0	0	0	0
351976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501
571178	2	43	57	42	16	5	3	54	1	6	65	5	5	7	1	1	0	7	11	0	1
361722	0	40	0	24	5	14	0	0	0	9	7	2	14	7	0	12	25	3	0	0	0
178708	0	5	19	22	3	44	0	21	1	38	0	24	0	27	0	4	2	0	0	0	0
188707	0	42	0	0	14	21	0	0	0	6	0	3	51	10	47	0	1	21	0	0	0
352304	33	596	637	519	400	55	0	0	0	714	0	262	318	388	14	52	170	598	0	0	0
196139	0	20	0	28	13	1	0	274	0	6	0	4	0	3	19	0	1	0	74	0	0
548032	0	7	15	89	11	0	0	13	231	16	0	32	0	51	10	1	4	0	21	0	0
408513	4	15	6	187	8	0	1	31	0	31	0	3	0	140	8	0	0	0	0	0	0
194512	14	28	32	4	21	5	4	73	0	1	91	0	3	3	52	0	8	4	0	0	0
768553	8	0	0	0	0	2	0	0	246	0	22	0	0	0	0	0	0	0	0	302	0
529652	0	2	0	221	0	24	0	0	0	0	1	3910	917	3118	3	2347	936	2706	0	0	0
358944	0	0	72	67	0	0	297	23	0	10	0	0	0	0	5	0	0	0	0	0	3
174818	29	39	0	36	3	10	0	0	0	18	322	11	49	20	3	6	16	27	2	0	0
564140	0	0	16	17	19	3	156	45	0	0	0	13	0	40	10	59	21	1	333	0	1
197402	14	78	15	75	16	1	31	0	30	13	1	0	36	16	42	13	19	18	3	0	3
192684	0	1	44	23	28	192	399	71	22	241	0	58	16	58	3	4	7	8	0	0	0
310886	0	0	0	14	5	163	0	0	0	86	215	0	0	0	0	0	7	0	0	0	0
584083	0	64	0	102	121	11	5	0	0	79	0	5	195	2	2	0	3	194	0	0	0
1029949	725	171	5	35	18	210	0	120	0	606	58	88	1044	824	0	0	0	1198	25	0	0
1040889	0	92	2	108	275	591	1	0	0	363	0	218	76	510	53	171	50	59	1	0	0
560873	0	47	0	0	20	0	0	1	0	7	0	0	0	0	89	0	138	0	0	0	0
359158	30	62	1	5	23	17	0	0	0	1	0	0	8	0	67	5	70	5	0	0	0
4454586	0	8	0	18	47	0	0	59	0	201	0	250	0	88	32	20	0	0	0	0	0
975306	10	50	34	78	17	8	19	78	32	42	140	2	19	28	4	0	12	44	5	0	2
186896	33	43	97	38	43	11	13	61	13	0	139	29	34	10	137	18	122	24	87	0	1
514940	3285	4018	1	2779	1046	3663	2	3	1	2934	11863	4844	5654	1717	135	5328	11522	2111	51	1	0
199354	0	0	0	4	495	15	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0
